inserm_concat,NCT Number,Title_first,Acronym_first,Status_first,Study Results_first,Conditions_first,Interventions_first,Outcome Measures_first,Sponsor/Collaborators_first,Gender_first,Age_first,Phases_first,Enrollment_first,Funded Bys_first,Study Type_first,Study Designs_first,Other IDs_first,Start Date_first,Primary Completion Date_first,Completion Date_first,First Posted_first,Results First Posted_first,Last Update Posted_first,Locations_first,Study Documents_first,URL_first,nct,pmids
non,NCT04947618,Efficacy of Patient Management for Lymphoma Diagnosed at Nimes University Hospital From 1999 to 2018. DVR-Lym-Nim,DVR-Lym-Nim,Recruiting,No Results Available,"Lymphoma, Malignant",,Overall survival rate among patients with Hodgkin Lymphomas|Overall survival rate among patients with Mantle-cell Lymphomas|Overall survival rate among patients with Primitive Cerebral Lymphomas|Overall survival rate among patients with Follicular Lymphomas|Overall survival rate among patients with Marginal Zone Lymphomas|Overall survival rate among patients with Waldenstr�m's Disease|Differences between management of patients with Hodgkin Lymphomas actually observed and data described in the literature.|Differences between management of patients with Mantle-cell Lymphomas and data described in the literature.|Differences between management of patients with Primitive Cerebral Lymphomas and data described in the literature.|Differences between management of patients with Follicular Lymphomas and data described in the literature.|Differences between management of patients with Marginal Zone Lymphomas and data described in the literature.|Differences between management of patients with Waldenstr�m's Disease and data described in the literature.|Reasons for differences between management of patients with Hodgkin Lymphomas actually observed and data described in the literature.|Reasons for differences between management of patients with Mantle-cell Lymphomas actually observed and data described in the literature.|Reasons for differences between management of patients with Primitive Cerebral Lymphomas actually observed and data described in the literature.|Reasons for differences between management of patients with Follicular Lymphomas actually observed and data described in the literature.|Reasons for differences between management of patients with Marginal Zone Lymphomas actually observed and data described in the literature.|Reasons for differences between management of patients with Waldenstr�m's Disease actually observed and data described in the literature.|Analysis of the efficacy of treatment of patients with Hodgkin Lymphomas.|Analysis of the efficacy of treatment of patients with Mantle-cell Lymphomas|Analysis of the efficacy of treatment of patients with Primitive Cerebral Lymphomas|Analysis of the efficacy of treatment of patients with Follicular Lymphomas|Analysis of the efficacy of treatment of patients with Marginal Zone Lymphomas|Analysis of the efficacy of treatment of patients with Waldenstr�m's Disease,Centre Hospitalier Universitaire de N?mes,All,"15 Years and older � (Child, Adult, Older Adult)",,400,Other,Observational,Observational Model: Cohort|Time Perspective: Retrospective,NIMAO/2019-01/EJ-01,"May 1, 2022","June 1, 2023","December 1, 2023","July 1, 2021",,"May 13, 2022","CHU Nimes, N�mes, France",,https://ClinicalTrials.gov/show/NCT04947618,NCT04947618,
oui,NCT04951999,AssocIation of PULSatility and Occurrence of Complications Related to Mechanically Assisted Circulatory Support,IMPULSMACS,Recruiting,No Results Available,End-stage Heart Failure,Other: Blood sampling,Von Willebrand factor high molecular weight multimers (HMWM) ratio|Severe postoperative gastrointestinal bleeding|Post-operative right ventricular failure|Platelet dysfunction|Post-operative transient or permanent ischemic attack|Vascular endothelium dysfunction|Prolonged systemic inflammatory reaction syndrome|Evolution of immune responses|Aortic valve fusion|Aortic valve insufficiency|Evaluation of cardiac recovery,"Assistance Publique - Hôpitaux de Paris|ICAN Nutrition Education and Research|University Hospital, Lille|Institut National de la Santé Et de la Recherche Médicale, France",All,"18 Years and older   (Adult, Older Adult)",Not Applicable,70,Other|Industry,Interventional,Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Basic Science,APHP190830|2020-A01450-39,"December 2, 2021","January 2, 2024","June 17, 2024","July 7, 2021",,"August 30, 2022","Groupement Hospitalier pitié Salpêtrière, Paris, France",,https://ClinicalTrials.gov/show/NCT04951999,NCT04951999,
oui,NCT04970225,Cystic Fibrosis Blood Neutrophils,MUCO-PNN,Recruiting,No Results Available,Cystic Fibrosis,Other: 1 blood sample|Other: 2 blood samples,Quantification of blood low density neutrophils in cystic fibrosis (CF)|Transcriptomic analysis of blood neutrophils in cystic fibrosis (CF)|Effector function analysis of blood neutrophils in CF.|Phagocytosis potential of blood neutrophils in CF.|Survival/apoptosis balance analysis in CF|Quantification of blood low density neutrophils in CF vs other chronic inflammatory disorders.|Quantification of blood low density neutrophils in CF according to different clinical situations.|Transcriptomic analysis of blood neutrophils in CF according to different clinical situations.|Effector function analysis of blood neutrophils in CF according to different clinical situations.|Phagocytosis potential of blood neutrophils in CF according to different clinical situations.|Survival/apoptosis balance analysis in CF according to different clinical situations.,"Assistance Publique - Hôpitaux de Paris|Institut National de la Santé Et de la Recherche Médicale, France",All,"18 Years and older   (Adult, Older Adult)",Not Applicable,130,Other,Interventional,Allocation: Non-Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Basic Science,APHP180430|2018-A03017-48,"July 8, 2021",July 2023,August 2023,"July 21, 2021",,"September 16, 2022","Cochin hospital, AP-HP, Paris, France",,https://ClinicalTrials.gov/show/NCT04970225,NCT04970225,
oui,NCT04972903,"Impact of Malnutrition on Pharmacokinetic or Rifampicin, Isoniazid, Pyrazinamide and Ethambutol in TB-HIV Co-infected Children",TB-Speed TB-PK,Not yet recruiting,No Results Available,Tuberculosis|Pulmonary,,"Effect of SAM on Peak plasma concentration of rifampicin, isoniazid, pyrazinamide, and ethambutol in children with TB|Effect of SAM on minimum plasma concentration of rifampicin, isoniazid, pyrazinamide, and ethambutol in children with TB|Effect of SAM on Area Under the Curve plasma concentration of rifampicin, isoniazid, pyrazinamide, and ethambutol in children with TB|Effect of HIV-infection and antiretroviral treatment on Peak plasma concentration of rifampicin, isoniazid, pyrazinamide, and ethambutol in children with TB and SAM|Effect of HIV-infection and antiretroviral treatment on Minimum plasma concentration of rifampicin, isoniazid, pyrazinamide, and ethambutol in children with TB and SAM|Effect of HIV-infection and antiretroviral treatment on Area Under the Curve plasma concentration of rifampicin, isoniazid, pyrazinamide, and ethambutol in children with TB and SAM|WHO-based dosages will achieve rifampicin, isoniazid, pyrazinamide, and ethambutol drug concentrations above the target therapeutic concentrations in HIV-TB co-infected children with and without SAM|Effect of personnal parameters (nutritional parameters, HIV-infection, antiretroviral treatment, age, liver enzymes and NAT2 status) on CL/F of rifampicin, isoniazid, pyrazinamide, and ethambutol in HIV-infected children with TB|Effect of personnal parameters (nutritional parameters, HIV-infection, antiretroviral treatment, age, liver enzymes and NAT2 status) on V/F of rifampicin, isoniazid, pyrazinamide, and ethambutol in HIV-infected children with TB|Effect of personnal parameters (nutritional parameters, HIV-infection, antiretroviral treatment, age, liver enzymes and NAT2 status) on Ka of rifampicin, isoniazid, pyrazinamide, and ethambutol in HIV-infected children with TB|Relationship between all-cause mortality in children with TB and SAM, and Peak plasma concentration of rifampicin, isoniazid, pyrazinamide, and ethambutol.|Relationship between all-cause mortality in children with TB and SAM, and the minimum plasma concentration of rifampicin, isoniazid, pyrazinamide, and ethambutol.|Relationship between all-cause mortality in children with TB and SAM, and Area Under the Curve plasma concentration of rifampicin, isoniazid, pyrazinamide, and ethambutol.|Rifampicin protein binding in relation with malnutrition and albuminemia","Institut National de la Santé Et de la Recherche Médicale, France|National Agency for Research on AIDS and Viral Hepatitis (ANRS)",All,6 Months to 5 Years   (Child),,80,Other,Observational,Observational Model: Cohort|Time Perspective: Prospective,C20-17,August 2021,December 2022,December 2022,"July 22, 2021",,"July 22, 2021","Mulago National Referral Hospital, Kampala, Uganda|Mbarara Regional Hospital, Mbarara, Uganda|The University Teaching Hospital, Lusaka, Zambia|Arthur Davison Children Hospital, Ndola, Zambia",,https://ClinicalTrials.gov/show/NCT04972903,NCT04972903,
oui,NCT04987502,Virtual Reality and Subjective Tinnitus,ReVA2,Not yet recruiting,No Results Available,"Tinnitus|Tinnitus, Subjective",Other: Virtual Reality|Behavioral: Standard treatment,Subjective Tinnitus Severity Scale (S.T.S.S.)|Tinnitus Handicap Questionnaire (THI)|Hospital Anxiety Depression Scale|Visual Analog Scale Tinnitus Loudness|Visual Analog Scale Tinnitus Intrusiveness,"Assistance Publique - Hôpitaux de Paris|Institut de recherche et de coordination acoustique/musique|Institut National de la Santé Et de la Recherche Médicale, France|Immersive Therapy",All,"18 Years to 75 Years   (Adult, Older Adult)",Not Applicable,120,Other,Interventional,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,APHP210808|2021-A01045-36,"September 1, 2021","March 1, 2023","March 1, 2023","August 3, 2021",,"August 3, 2021","Hôpital européen Georges-Pompidou AP-HP, Paris, France",,https://ClinicalTrials.gov/show/NCT04987502,NCT04987502,
oui,NCT04993872,Pharmacokinetics of Calcineurin & mTOR Inhibitors in HIV-1 Infected Kidney Transplant Recipients After Switch to BIC/FTC/TAF,KINETIK,Not yet recruiting,No Results Available,HIV-infected Patient Kidney Transplant Recipient,Drug: Biktarvy Tab,Change in calcineurin & mTOR inhibitors' blood concentrations from baseline (BL) to W2 after switch to B/F/TAF,Institut de M�decine et d'Epid�miologie Appliqu�e - Fondation Internationale L�on M'Ba|LAMBERT ASSOUMOU/ UNITE 1136 INSERM|Sebastien GALLIEN/Henri Mondor University Hospital- Infectiology Department|THOMAS STEHL/ HENRI MONDOR HOSPITAL-Department of Nephrology,All,"18 Years to 65 Years � (Adult, Older Adult)",Phase 4,20,Other,Interventional,Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,IMEA 064,"October 18, 2021","October 30, 2022","October 30, 2023","August 6, 2021",,"August 6, 2021",,,https://ClinicalTrials.gov/show/NCT04993872,NCT04993872,
oui,NCT04997733,Fecal Microbiota Transplantation in Crohn's Disease as Relay After Anti-TNF Withdrawal,MIRACLE,Recruiting,No Results Available,Crohn Disease,Drug: Fecal Microbiota Transplantation (FMT)|Drug: Sham-transplantation (placebo),Evaluate the clinical efficacy of FMT versus sham transplantation as a maintenance treatment following anti-TNF agent withdrawal in patients with Crohn's disease in steroid-free clinical remission for at least 6 months under anti-TNF agent|Relapse free survival,"Assistance Publique - Hôpitaux de Paris|CRB-HUEP|Institut National de la Santé Et de la Recherche Médicale, France",All,"18 Years to 74 Years   (Adult, Older Adult)",Phase 3,150,Other,Interventional,"Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double (Participant, Investigator)|Primary Purpose: Treatment",APHP190183|2019-003816-29,"September 22, 2021","November 22, 2023","January 22, 2026","August 10, 2021",,"June 24, 2022","Gastroenterology Department of Saint Antoine Hospital, Paris, France",,https://ClinicalTrials.gov/show/NCT04997733,NCT04997733,
oui,NCT05002764,Thalamic Nuclei Volumes in Multiple Sclerosis,THALNUC-MS,Recruiting,No Results Available,Multiple Sclerosis,,Volume of thalamic nuclei,"University Hospital, Bordeaux|Institut National de la Santé Et de la Recherche Médicale, France",All,"18 Years and older   (Adult, Older Adult)",,2000,Other,Observational,Observational Model: Cohort|Time Perspective: Other,CHUBX 2021/33,"July 1, 2021","July 1, 2023","July 1, 2023","August 12, 2021",,"August 12, 2021","CHU Bordeaux, Bordeaux, France",,https://ClinicalTrials.gov/show/NCT05002764,NCT05002764,
oui,NCT05007379,Cohort Study to Determine the Antitumor Activity of New CAR-macrophages in Breast Cancer Patients' Derived Organoids,CARMA,Not yet recruiting,No Results Available,Breast Cancer,,"Antitumor activity of the CAR-macrophages against organoids from HER2 negative, HER2 low and HER2 positive breast cancers|Antitumor activity of the CAR-macrophages compared to non-modified macrophages|Antitumor activity of the CAR-macrophages against organoids from early and advanced breast cancers patients","Centre Oscar Lambret|Institut National de la Santé Et de la Recherche Médicale, France",All,"18 Years to 100 Years   (Adult, Older Adult)",,100,Other,Observational,Observational Model: Cohort|Time Perspective: Prospective,CARMA-2101,"September 1, 2021","September 1, 2023","September 1, 2023","August 16, 2021",,"August 16, 2021",,,https://ClinicalTrials.gov/show/NCT05007379,NCT05007379,
oui,NCT05030389,"Vestibular Stimulation, Exercise and Light Optimization for Circadian Clock Enhancement (Velocce)",velocce,Recruiting,No Results Available,Healthy Aging,Behavioral: Adapted Physical Activity (APA)|Behavioral: Bright Light Exposure (BLE)|Behavioral: Galvanic Vestibular Stimulation (GVS)|Behavioral: Health Education program (HE),Change in sleep onset latency measured by polysomnography|Change in total sleep time measured by polysomnography|Change in wake time after sleep onset measured by polysomnography|Change in number of awakenings measured by polysomnography|Change in sleep efficiency measured by polysomnography|Change in percentage of time spent in the different stages sleep measured by polysomnography|Change in sleep quality measured by polysomnography|Change in time in bed measured by actigraphy|Change in sleep onset latency measured by actigraphy|Change in total sleep time measured by actigraphy|Change in wake time after sleep onset measured by actigraphy|Change in sleep efficiency measured by actigraphy|Change in sleep quality measured by actigraphy|Change in quality of life|Change in state anxiety|Change in visual analog scale of anxiety|Change in the Geriatric Depression Scale|Change in cognitive functions: Stroop test|Change in cognitive functions: trail making test (TMT)|Change in cognitive functions: dual-task Baddeley|Change in long term memory|Change in Hand grip strength|Change in Leg extension power|Change in Postural balance|Change in maximum incremental cardiopulmonary test|Change in the Global Physical Activity Questionnaire (GPAQ)|Change in Timed up and go test,Universit� de Caen Normandie|R�gion Normandie,All,"60 Years to 70 Years � (Adult, Older Adult)",Not Applicable,100,Other,Interventional,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,Universit� de Caen Normandie,"January 25, 2021",June 2022,January 2023,"September 1, 2021",,"September 1, 2021","Antoine Langeard, Caen, France",,https://ClinicalTrials.gov/show/NCT05030389,NCT05030389,
anrs,NCT05033210,Prevention of Mental Health Problems Among Persons Without Personal Housing in the Context of the COVID-19 Epidemic,RESPOND-FR,Recruiting,No Results Available,Psychological Distress|Quality of Life|Psychosocial Intervention,Behavioral: Psychological First Aid (PFA)|Behavioral: Care as Usual (CAU)|Behavioral: Doing What Matters in Times of Stress (DWM)|Behavioral: Problem Management Plus (PM+),"PHQ-ADS|Level of depression (PHQ-9)|Level of anxiety (GAD-7)|Severity of posttraumatic stress disorder (PCL-5)|Self-identified problems (PSYCHLOPS)|Psychotic symptoms (MINI)|Resilience based on exposure to stressful events, general and COVID-19 related (MIMIS)|Quality of life (EQ-5D-5L)|Cost of care: impact on use of health system, other services, time out of employment and other usual activities and need for informal care (CSRI)|Resilience factors: a positive approach (PASSc)","ANRS, Emerging Infectious Diseases",All,"18 Years and older   (Adult, Older Adult)",Not Applicable,210,Other,Interventional,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single (Outcomes Assessor)|Primary Purpose: Supportive Care,ANRS0065s,"March 1, 2022",March 2023,October 2023,"September 2, 2021",,"July 25, 2022","Normandy Psychotrauma Center, Caen, Normandie, France|CAPSYS, Paris, Île De France, France",,https://ClinicalTrials.gov/show/NCT05033210,NCT05033210,
