statut,statut_label,statut_name,NCTId,eudraCT,CTIS,completion_year,clinical_trial_title,acronym,results_1y,results_3y,results,intervention_type
📘,bleu,pas de résultat ni de publication,NCT02184676,,,2019,"Early Immunological, Metagenomic, Metabolic and Environmental Factors in the Progression to Type 1 Diabetes: the TRAKR Cohort",TRAKR,False,False,False,BIOLOGICAL
📕,rouge,résultat et / ou publication posté,NCT02238301,,,2019,Study of the Fetoplacental BOLD Effect in Pregnant Women Using Functional MRI,BOLD-FP,False,False,True,OTHER
📗,vert,résultat et / ou publication posté dans les 12 mois,NCT02375828,,,2019,Tolerance and Acceptability of Glibentek in Patients With Neonatale Diabetes Secondary to Mutations in K+-ATP Channels,NEOGLI,True,True,True,DRUG
📘,bleu,pas de résultat ni de publication,NCT01557374,,,2019,"Tapering Abatacept or Tocilizumab in Rheumatoid Arthritis in Remission. An Evaluation of Disease Activity, Relapse Risk, Structural Progression and the Economic Impact of a Tapering Strategy",TOLEDO,False,False,False,DRUG
📘,bleu,pas de résultat ni de publication,NCT02617381,,,2019,"Pre-operative Haemorrhagic Risk Screening, Using a Standardized Questionnaire Before Scheduled Surgeries.",HEMORISQ,False,False,False,OTHER
📘,bleu,pas de résultat ni de publication,NCT02714933,,,2019,"Thoracic Imaging in Children With Neither Irradiation Nor Injection, by a New MRI Protocol Including Advanced Zero Time Echo (ZTE)",ImagINI-CHEST,False,False,False,OTHER
📘,bleu,pas de résultat ni de publication,NCT01171430,,,2019,Assessment of Dynamic Contrast Enhanced Whole Body MRI (DCE-WB-MRI) as Independent Prognostic Factor for Disease-free Survival in Multiple Myeloma (After Intensification Therapy and Autologous Stem Cell Transplantation Suppressed by Amendment n°3),EVALICEMM,False,False,False,DEVICE
📗,vert,résultat et / ou publication posté dans les 12 mois,NCT03730584,,,2019,Evaluation of the Efficacy of a Topical Analgesic Treatment With ROPIVACAINE in Children and Young Adults With Hereditary Epidermolysis Bullosa,EBROPI,True,True,True,BIOLOGICAL
📘,bleu,pas de résultat ni de publication,,2014-003436-39,,2019,Tolérance et acceptabilité d'une suspension de glibenclamide (GLIBENTEK) chez des enfants ayant un diabète sucré rare secondaire à une mutation des canaux potassiques ATP-dépendants (Kir6.2 ou SUR1),NEOGLI,False,False,False,
📘,bleu,pas de résultat ni de publication,NCT02473263,,,2019,Samu Save Sepsis: Early Goal Directed Therapy in Pre Hospital Care of Patients With Severe Sepsis and/or Septic Shock,SSS,False,False,False,DRUG
📘,bleu,pas de résultat ni de publication,NCT02201693,,,2019,Randomised Trial Comparing 12 Months of Cyclic Enteral Nutrition to Supplementary Enteral Nutrition as Maintenance Therapy for Pediatric Crohn's Disease,CD-HOPE,False,False,False,DIETARY_SUPPLEMENT
📘,bleu,pas de résultat ni de publication,NCT02374736,,,2019,A Pilot Study on the Effect of Privigen Against Graft Loss: Interventional Study of Kidney Transplant Recipients at Risk for Graft Loss Through Antibody-mediated Rejection,InAuGuRAL,False,False,False,DRUG
📙,orange,résultat et / ou publication posté dans les 36 mois,NCT02229630,,,2019,Prognostic Value of Diffusion-weighted Cerebral MRI in Prenatal Evaluation of Foetuses With Intra Uterine Growth Restriction.,REDIFF,False,True,True,RADIATION
📘,bleu,pas de résultat ni de publication,NCT01820780,,,2019,Usefulness of a Short-time But Very Early Specialized Follow-up After Hospitalization for Acute Heart Failure: a Randomized Controlled Trial.,ECAD-HF,False,False,False,OTHER
📘,bleu,pas de résultat ni de publication,NCT02955017,,,2019,Use of New Technologies for the Follow-up in Adolescent Obesity,MHI,False,False,False,BEHAVIORAL
📘,bleu,pas de résultat ni de publication,NCT02892916,,,2019,The Prevention of Post Operative Cognitive Dysfunction by Ketamine: a Prospective Multicenter Randomized Blinded Placebo-controlled Trial in Elderly Patients Undergoing Elective Orthopaedic Surgery,POCK,False,False,False,DRUG
📘,bleu,pas de résultat ni de publication,NCT01935765,,,2019,"Sleep Apnea in Type 1 Diabetes : Prevalence, Role of Glycemic Control and Autonomic Neuropathy",DIASOM,False,False,False,OTHER
📕,rouge,résultat et / ou publication posté,,2016-002072-26,,2019,"Multicenter randomized placebo controlled trial assessing the efficacy of oral adjuvant magnesium supplementation in the treatment of alcohol withdrawal syndrome. 
 
 
 Essai randomisé contrôlé contre placebo évaluant l'efficacité de la supplémentation orale adjuvante par magnésium dans le traitement du syndrome de sevrage en alcool.",MAGMA,False,False,True,
📙,orange,résultat et / ou publication posté dans les 36 mois,NCT02266667,,,2019,Evaluation of the Efficiency of Nemost Growing Spine Device Associated With Physiotherapy in the Surgical Treatment of Progressive Scoliosis of the Child,NEMOST,False,True,True,DEVICE
📘,bleu,pas de résultat ni de publication,,2015-002190-37,,2019,"A Phase 2 Open-Label Study to Evaluate the Efficacy and Safety of Ustekinumab, a Human Monoclonal Anti-IL-12/IL-23 Antibody, in patients with Behçet disease : STELABEC 
 
 
 STELABEC : Etude ouverte de phase 2 évaluant l'efficacité et la tolérance de l'ustekinumab, anticorps monoclonal humain anti-IL-12/IL-23, chez les patients atteints de maladie de Behçet.",STELABEC,False,False,False,
📘,bleu,pas de résultat ni de publication,,2015-001698-41,,2019,"Non-inferiority trial of three cycles of zoledronic acid versus  percutaneous thermal ablation in osteoid osteoma  
 
 
 
 Traitement de l’ostéome ostéoïde : étude de non-infériorité de trois perfusions d’acide zolédronique par rapport à une destruction tumorale percutanée.",BISPHOO,False,False,False,
📘,bleu,pas de résultat ni de publication,NCT03303807,,,2019,Study of Carbon Dioxide Removal to Alleviate Right Ventricule Dysfunction During Acute Respiratory Distress Syndrome,COVAP,False,False,False,DEVICE
📘,bleu,pas de résultat ni de publication,NCT02554838,,,2019,How to Act on the Mobility Restriction Linked to Senior's Phobia of Falling,PACTE,False,False,False,BEHAVIORAL
📘,bleu,pas de résultat ni de publication,NCT02424461,,,2019,"Antibiotic Treatment for 7 Days Versus 14 Days in Patients With Acute Male Urinary Tract Infection Due to Fluoroquinolones Susceptible Bacteria: a Multicentre, Non-inferiority, Double Blind, Randomized Placebo-controlled Trial",PROSTASHORT,False,False,False,DRUG
📘,bleu,pas de résultat ni de publication,NCT02398331,,,2019,Impact of an Information and Education Program on Sexuality and Social Integration in Women With a Spinal Cord Injury,SexSIFem,False,False,False,OTHER
📘,bleu,pas de résultat ni de publication,NCT02498691,,,2019,Perinatal Consequences of Endometriosis: Multicenter Prospective Comparative Study,ENDOBST,False,False,False,BIOLOGICAL
📘,bleu,pas de résultat ni de publication,NCT02782078,,,2019,Pharmacological Interaction of Rifampicin on Clindamycin in Staphylococcic Osteoarticular Infections,DALARI,False,False,False,BIOLOGICAL
📗,vert,résultat et / ou publication posté dans les 12 mois,NCT01821573,,,2019,Double Blind Randomized Controlled Study of the Effect of Botulinum Toxin Injection in Rectus Femoris and Triceps on the Length and the Strength of These Muscles During Locomotion in Chronic Hemiparetic Patients,FOLOTOX,True,True,True,DRUG
📘,bleu,pas de résultat ni de publication,NCT01980446,,,2019,Cognitive Auditory Evoked Potential After Cardiac Arrest: Interest of Mismatch negativiTY: The CAPACITY Study,CAPACITY,False,False,False,PROCEDURE
📙,orange,résultat et / ou publication posté dans les 36 mois,NCT01220011,,,2019,A Cluster Randomized Trial Comparing a Conservative Management and Primary Laser Surgery,TTTS1,False,True,True,PROCEDURE
📘,bleu,pas de résultat ni de publication,NCT02892942,,,2019,An Innovative Controlled Ovarian Hyperstimulation (COH) Protocol That Combines Large Oocyte Availability and Physiologic Estrogenic Environment for Good Prognosis In Vitro Fertilization and Embryo Transfer (IVF-ET) Patients,NATOS,False,False,False,DRUG
📙,orange,résultat et / ou publication posté dans les 36 mois,NCT03784664,,,2019,Reducing Pain in Emergency Department by Using Veinous Blood Gas Instead of Arterious Blood Gas,VEINART,False,True,True,DIAGNOSTIC_TEST
📘,bleu,pas de résultat ni de publication,NCT03118362,,,2019,Clearance of Acetate During Fluid Resuscitation of Critically Ill Burn Patients: The CARE Trial.,CARE,False,False,False,DRUG
📗,vert,résultat et / ou publication posté dans les 12 mois,NCT03325764,,,2019,"Fitness, Physical Activity and Movement Analysis in Obese Patients Undergoing Bariatric Surgery",FAMOUS,True,True,True,OTHER
📘,bleu,pas de résultat ni de publication,NCT01648868,,,2019,Transcranial Magnetic Stimulation (rTMS) and Autism.Implication of the Superior Temporal Sulcus in Normal and Abnormal Social Perception,TMSAUTISME,False,False,False,DEVICE
📘,bleu,pas de résultat ni de publication,NCT02342964,,,2019,Comparative Study of Different Non-invasive Measurement Methods of Hepatic Fibrosis in Cystic Fibrosis,MUCO-FIBRO,False,False,False,OTHER
📗,vert,résultat et / ou publication posté dans les 12 mois,NCT02460588,,,2019,Cyclophosphamide Added to Corticosteroid in the Treatment of Acute Exacerbation of Idiopathic Pulmonary Fibrosis: a Placebo-controlled Randomized Trial,EXAFIP,True,True,True,DRUG
📘,bleu,pas de résultat ni de publication,NCT03754569,,,2019,Microscopic Peritoneal Metastases After Complete Macroscopic Cytoreductive Surgery for Epithelial Ovarian Cancer,MicroPCI,False,False,False,PROCEDURE
📘,bleu,pas de résultat ni de publication,NCT02577055,,,2019,Fertility After Myomectomy Versus Uterine Artery Embolization for Symptomatic Uterine Fibroids,Lune2,False,False,False,PROCEDURE
📘,bleu,pas de résultat ni de publication,NCT02342951,,,2019,Evaluation of Lung Clearance Index for Early Detection of Lung Disease in Young Children With Cystic Fibrosis,LCI,False,False,False,OTHER
📘,bleu,pas de résultat ni de publication,NCT04084691,,,2020,Capillary Glycerolemia Evolution During Physical Exercise,LSEEGLYCEROL,False,False,False,OTHER
📘,bleu,pas de résultat ni de publication,,2018-004140-28,,2020,"NA 
 
 
 « Administration de méthionine par voie orale ou entérale chez les patients atteints de protéinose alvéolaire primitive par mutations du gène MARS»",MetPAP,False,False,False,
📘,bleu,pas de résultat ni de publication,,2016-000500-29,,2020,"A randomized Crossover TrIal to Compare recombinant human rhPTH(1-34) to the ASsociation alfacalcidol/hydrochlorothiazide in the treatment of Autosomal Dominant Hypocalcemia  
 
 
 Essai randomisé en cross over comparant la PTH(1-34) recombinante humaine à l’association alfacalcidol-hydrochlorothiazide dans le traitement de l’hypocalcémie autosomique dominante",ACTICAS,False,False,False,
📘,bleu,pas de résultat ni de publication,NCT02061189,,,2020,Physical Exercise and Neuromuscular Diseases: Pilot Study of an Innovative Physiotherapy in Patients With Infantile Spinal Muscular Atrophy,ExerASI,False,False,False,OTHER
📗,vert,résultat et / ou publication posté dans les 12 mois,NCT03119961,,,2020,Phase 1/2 Open Single-arm Monocentric Study Evaluating the Tolerance and Interest of Transient Opening of the Blood-Brain Barrier by Low Intensity Pulsed Ultrasound With the SONOCLOUD® Implantable Medical Device in Mild Alzheimer's Disease Patients (MMSE 20-26),BOREAL1,True,True,True,DEVICE
📘,bleu,pas de résultat ni de publication,NCT02782091,,,2020,Validation of an Ecological Assessment of Executive Function (Multiple Errands Test) in Patients With Schizophrenia : Study of Discriminant Validity,VALITEM,False,False,False,BEHAVIORAL
📘,bleu,pas de résultat ni de publication,NCT03289611,,,2020,Preeclampsia Ratio (sFlt-1/PlGF) Evaluation for Clinical and Obstetrical Guidance,PRECOG,False,False,False,BIOLOGICAL
📘,bleu,pas de résultat ni de publication,NCT02527031,,,2020,A Comparative Study Between a Pre-hospital and an In-hospital Circulatory Support Strategy (ECMO) in Refractory Cardiac Arrest,APACAR2,False,False,False,OTHER
📗,vert,résultat et / ou publication posté dans les 12 mois,NCT01648894,,,2020,Randomized Control Trial Comparing the Impact of a Lengthening of the Interval Between the Radiochemotherapy and Surgery (7 Weeks vs. 11 Weeks) on Complete Pathological Response in Rectal Cancer,GRECCAR6,True,True,True,PROCEDURE
📗,vert,résultat et / ou publication posté dans les 12 mois,NCT02597361,,,2020,"Angiotensin II Receptor Blockade in Vascular Ehlers Danlos Syndrome: a Double Blind, Randomized, Placebo Controlled, Multicenter Trial.",ARCADE,True,True,True,DRUG
📘,bleu,pas de résultat ni de publication,NCT02472054,,,2020,First Line Treatment of Familiar Lymphohistiocytosis by Alemtuzumab (CAMPATH®),C-HLH,False,False,False,DRUG
📗,vert,résultat et / ou publication posté dans les 12 mois,NCT03832231,,,2020,Evaluation of Diaphragmatic Function in Mechanically Ventilated Patients With Transient Shear Wave Elastography,Elasto-ICU,True,True,True,DEVICE
📘,bleu,pas de résultat ni de publication,NCT03509051,,,2020,Prospective Study on the Vaccine Response to Meningococcal B Vaccine After Allogeneic Stem Cell Transplantation,MENINGREF,False,False,False,BIOLOGICAL
📘,bleu,pas de résultat ni de publication,NCT02032381,,,2020,Prospective Study of Late Pulmonary Complications Occurring in Children Treated With Allogeneic Hematopoietic Stem Cells.,RESPPEDHEM,False,False,False,OTHER
📙,orange,résultat et / ou publication posté dans les 36 mois,NCT03194230,,,2020,Interest of Cervical Dilators in the Induction of Labor in Second Trimester Medical Termination of Pregnancy.,DILATOP,False,True,True,OTHER
📘,bleu,pas de résultat ni de publication,NCT03717961,,,2020,"Multicenter, Double-Blind, Randomized, Placebo-Controlled, Parallel Group, Study to Assess Efficacy of Botulinum Toxin A in Adult Subjects With Raynaud Phenomenon Secondary to Systemic Sclerosis",BRASS,False,False,False,DRUG
📘,bleu,pas de résultat ni de publication,NCT03033823,,,2020,Multicenter Randomized Placebo Controlled Trial Assessing the Efficacy of Oral Adjuvant Magnesium Supplementation in the Treatment of Alcohol Withdrawal Syndrome,MAGMA,False,False,False,DRUG
📗,vert,résultat et / ou publication posté dans les 12 mois,NCT03591848,,,2020,Evaluation of an Online Decision Support Tool for Young Women With Breast Cancer During the Proposal for Preservation of Fertility,DECISIF,True,True,True,BEHAVIORAL
📘,bleu,pas de résultat ni de publication,,2015-001190-40,,2020,"Etude prospective, randomisée, multicentrique des effets de l'administration du XARELTO ® (Rivaroxaban) au cours de la thrombose portale chronique.",RIPORT,False,False,False,
📘,bleu,pas de résultat ni de publication,NCT02840175,,,2020,Treatment Tapering in Oligoarticular or Rheumatoid Factor Negative Polyarticular Juvenile Idiopathic Arthritis With Inactive Disease on Biologic Therapy,AJIBIOREM,False,False,False,DRUG
📘,bleu,pas de résultat ni de publication,NCT02587000,,,2020,"Pilot Phase II, Randomized , and Control in Double Blind Placebo Effectiveness a 3 Months on Bleeding Fibroids Treatment With ULIPRISTAL ACETATE 10 mg/Day in Patients Suffering From Symptomatic Endometriosis",FRA-IIT-UPA,False,False,False,DRUG
📘,bleu,pas de résultat ni de publication,NCT02586883,,,2020,Study of the Bronchial Trans-epithelial Transport in Patients With Idiopathic Multiple Dilations of the Bronchi,EPITRANS,False,False,False,OTHER
